measure,LOCATION,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Mental disorders,Rate,2021,2540.3178856912914,3295.9524670337596,1843.3624515014512
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Schizophrenia,Rate,2021,176.81124899627164,225.55806664218207,124.08071896826402
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Eating disorders,Rate,2021,113.42309884141629,170.1001645923004,66.57507598855533
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Autism spectrum disorders,Rate,2021,160.59159432277224,272.84863252137643,86.60483893777064
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,65.66979585905578,101.44723717397544,36.597916454719595
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Conduct disorder,Rate,2021,74.84431027035211,120.59749420839853,43.28059821685769
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,26.26507312069358,53.90428286941762,10.474753883041757
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Other mental disorders,Rate,2021,119.32959408320859,167.97512627287165,77.83826131005438
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Both,Age-standardized,Mental disorders,Rate,2021,2259.3045477559576,2992.9902396632206,1614.2545781458816
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Both,Age-standardized,Schizophrenia,Rate,2021,202.82050001712216,265.9041186177794,146.63793964462295
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Depressive disorders,Rate,2021,561.682761372525,819.5038905207878,375.66792572322936
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Bipolar disorder,Rate,2021,157.43610974015385,227.9577686436852,93.10182588930694
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Anxiety disorders,Rate,2021,616.394004014361,918.1909850072917,410.80687519085456
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Eating disorders,Rate,2021,62.80546176973367,96.34356529346603,35.771798032140886
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Autism spectrum disorders,Rate,2021,126.7347659621882,233.39654127799,62.19491830408276
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Depressive disorders,Rate,2021,669.5967976638057,971.4872661364673,452.3258715264394
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Bipolar disorder,Rate,2021,97.221356302932,135.79804844280196,63.39571144394211
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Anxiety disorders,Rate,2021,419.43820233719293,605.2113936846526,281.56127235266376
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Eating disorders,Rate,2021,29.06457106232741,42.73993258177623,16.816432167984882
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Autism spectrum disorders,Rate,2021,147.75084196214684,316.48049737848754,62.679773370117644
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,52.86628744847847,79.4392616621343,30.640459018493946
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Conduct disorder,Rate,2021,76.90617011074048,122.55936653503053,43.79892863372653
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,16.420594051986868,35.27401903330837,5.730326894542894
DALYs (Disability-Adjusted Life Years),Kenya,Both,Age-standardized,Other mental disorders,Rate,2021,104.51702962740754,150.15497737387884,69.21573508037613
DALYs (Disability-Adjusted Life Years),Armenia,Both,Age-standardized,Depressive disorders,Rate,2021,646.4643772649438,943.8445943572266,415.53406568358594
DALYs (Disability-Adjusted Life Years),Armenia,Both,Age-standardized,Bipolar disorder,Rate,2021,104.09459006692639,151.37033174277957,61.12732019737684
DALYs (Disability-Adjusted Life Years),Armenia,Both,Age-standardized,Anxiety disorders,Rate,2021,722.8038165540668,1080.2774747992391,456.41517569068833
DALYs (Disability-Adjusted Life Years),Armenia,Both,Age-standardized,Eating disorders,Rate,2021,40.4359907516152,60.857220247125966,23.17430482091296
DALYs (Disability-Adjusted Life Years),Armenia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,112.56078180760352,218.0238728820407,51.369009782995285
DALYs (Disability-Adjusted Life Years),Armenia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.7086133096313,36.77252162427386,14.161591389374951
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,112.50479587830019,220.33787670633615,51.31761959987375
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,16.924224344343514,25.543943139482156,9.394008586752792
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Conduct disorder,Rate,2021,56.525409577673315,90.28588485005838,31.320891810361424
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,44.66481224152712,82.17183634325805,21.482919820178203
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Other mental disorders,Rate,2021,106.08844668989472,152.5183715345117,70.5373664702257
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Conduct disorder,Rate,2021,68.91220682464734,107.25218585479054,39.633619059830274
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,53.58793199563688,98.10380450774589,25.90716693092819
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Other mental disorders,Rate,2021,111.6252306656485,157.9196764801808,74.13758087224909
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Depressive disorders,Rate,2021,1060.3023098747144,1573.414260900148,671.0972463696227
DALYs (Disability-Adjusted Life Years),Kuwait,Both,Age-standardized,Other mental disorders,Rate,2021,116.30845097710116,165.8450231282299,74.48344265452174
DALYs (Disability-Adjusted Life Years),Bhutan,Both,Age-standardized,Depressive disorders,Rate,2021,555.6439765529813,789.3019949953607,377.2491785529611
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Mental disorders,Rate,2021,1363.7846140915995,1792.4784418701379,991.3754187726129
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Schizophrenia,Rate,2021,197.47988005205156,247.69756836188606,144.00171150095719
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Depressive disorders,Rate,2021,405.11162928092017,597.9029134301802,261.4142279386347
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,Age-standardized,Mental disorders,Rate,2021,1752.9670118139925,2379.6268432991897,1253.9599447093744
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,Age-standardized,Schizophrenia,Rate,2021,207.47025756025104,268.8399126416412,151.41397252785353
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,Age-standardized,Depressive disorders,Rate,2021,570.6165595700843,872.2598820966069,347.7314576452054
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Mental disorders,Rate,2021,2258.1193758353493,3030.9332534239734,1601.80754214394
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Schizophrenia,Rate,2021,146.21845979463075,191.7299202538409,102.61088266778137
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Depressive disorders,Rate,2021,617.0222939984654,909.8293475507212,402.25789466407775
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Bipolar disorder,Rate,2021,155.67468578818148,230.8722806417141,94.2712685688515
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Anxiety disorders,Rate,2021,843.5028154452509,1236.4750829476147,542.1559790588656
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Eating disorders,Rate,2021,96.93723823859916,149.75023379399184,54.878487217655945
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Mental disorders,Rate,2021,2015.985515722627,2688.381941970343,1455.3005985215786
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Depressive disorders,Rate,2021,716.7452982021936,1041.6195308747845,488.5673448571429
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Bipolar disorder,Rate,2021,94.28738514318098,138.76803274411563,57.0125197784809
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Anxiety disorders,Rate,2021,674.6070807182448,966.6115223818207,451.50601683457865
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Eating disorders,Rate,2021,21.955011733479477,32.735713306827996,13.007617866625631
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,142.7588424126179,289.4164241436853,65.43007829449999
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,51.01585279002615,78.30948918147858,30.023808442202018
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Conduct disorder,Rate,2021,70.70943958546837,112.67401450013155,40.57573035848386
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,13.057453836780363,33.49833390520682,2.6797463575247593
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Other mental disorders,Rate,2021,110.0305763911044,158.74838860801623,72.28045984900461
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Depressive disorders,Rate,2021,603.8417405275001,867.1358928093745,408.34276716610196
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Bipolar disorder,Rate,2021,95.61812758247048,139.75648400744421,56.89992496252648
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Anxiety disorders,Rate,2021,884.6799101784982,1298.7929930397815,574.2326662302108
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Eating disorders,Rate,2021,20.3896739356249,30.532083875073244,12.294978610861863
DALYs (Disability-Adjusted Life Years),Georgia,Both,Age-standardized,Mental disorders,Rate,2021,1842.3951266544568,2402.705257119588,1329.34330028878
DALYs (Disability-Adjusted Life Years),Georgia,Both,Age-standardized,Schizophrenia,Rate,2021,185.24293915306282,243.43097711878931,133.21866385716933
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,Age-standardized,Anxiety disorders,Rate,2021,494.1143468471751,764.5934662662571,298.11689619444206
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,Age-standardized,Eating disorders,Rate,2021,49.03899278308625,74.57036767609577,28.597453177689545
DALYs (Disability-Adjusted Life Years),Algeria,Both,Age-standardized,Mental disorders,Rate,2021,2136.247787145752,2729.287333201415,1559.100703224412
DALYs (Disability-Adjusted Life Years),Algeria,Both,Age-standardized,Schizophrenia,Rate,2021,208.05481913382778,269.0486159034969,148.7559309618369
DALYs (Disability-Adjusted Life Years),Seychelles,Both,Age-standardized,Mental disorders,Rate,2021,1407.5464969304344,1804.451717903181,1035.9026230955587
DALYs (Disability-Adjusted Life Years),Seychelles,Both,Age-standardized,Schizophrenia,Rate,2021,199.8297141259418,258.3286761565085,141.54838216326382
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Depressive disorders,Rate,2021,695.7745507507581,957.9647711495173,485.2605814778586
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Bipolar disorder,Rate,2021,145.75652965327967,210.0791379639859,89.73655885202892
DALYs (Disability-Adjusted Life Years),France,Both,Age-standardized,Anxiety disorders,Rate,2021,961.8520897934823,1417.8785894653022,599.1297230251397
DALYs (Disability-Adjusted Life Years),Bahrain,Both,Age-standardized,Depressive disorders,Rate,2021,762.0998260473032,1071.445347519334,521.812200088627
DALYs (Disability-Adjusted Life Years),Bahrain,Both,Age-standardized,Bipolar disorder,Rate,2021,139.11578247778417,201.00057522277956,81.99030785166423
DALYs (Disability-Adjusted Life Years),Bahrain,Both,Age-standardized,Anxiety disorders,Rate,2021,571.9145302438068,817.4804526590234,392.03691018152665
DALYs (Disability-Adjusted Life Years),Bahrain,Both,Age-standardized,Eating disorders,Rate,2021,73.08921807982405,110.287384867627,41.43221691233443
DALYs (Disability-Adjusted Life Years),Bahrain,Both,Age-standardized,Autism spectrum disorders,Rate,2021,139.69256060731448,245.31250791201327,73.92418970448841
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,47.185031431510666,72.56337456157246,26.576973749373135
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Conduct disorder,Rate,2021,73.49340810405471,113.57750921393985,42.51300407098547
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,20.521193851405943,43.01376662608001,6.8635216364204785
DALYs (Disability-Adjusted Life Years),El Salvador,Both,Age-standardized,Other mental disorders,Rate,2021,108.06549356779377,150.56757877611352,71.67692182430149
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Mental disorders,Rate,2021,1925.1127147557002,2533.8653853299475,1406.8210625529525
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Schizophrenia,Rate,2021,176.11642878737578,230.8240063581826,122.97790137731646
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Bipolar disorder,Rate,2021,68.6749237589032,95.76469660198356,44.4002659651401
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Anxiety disorders,Rate,2021,320.42537073689925,464.1314114611549,211.61538524062198
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Eating disorders,Rate,2021,35.385121531086966,52.70562253012369,20.64012328768312
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,130.7520077575329,266.6096728458878,59.8091594424417
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.37853547698286,57.155725744294,21.972302462606176
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Conduct disorder,Rate,2021,68.44766564045051,110.32076411928529,38.42979684996674
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,12.742153703440637,32.03104341053558,2.6833027412690753
DALYs (Disability-Adjusted Life Years),Liberia,Both,Age-standardized,Other mental disorders,Rate,2021,110.91719041894689,158.3507062143886,72.40000413498412
DALYs (Disability-Adjusted Life Years),Fiji,Both,Age-standardized,Mental disorders,Rate,2021,1671.349718902989,2257.383721854005,1214.699511322505
DALYs (Disability-Adjusted Life Years),Fiji,Both,Age-standardized,Schizophrenia,Rate,2021,200.16956149947674,264.391658576588,140.11957939573156
DALYs (Disability-Adjusted Life Years),Estonia,Both,Age-standardized,Bipolar disorder,Rate,2021,103.62319168099,153.8885624897486,61.27472716670307
